"drugbank_id"	"pert_id"	"inchi_key"	"cmap_name"	"compound_aliases"	"target"	"moa"	"common_name"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR6"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR2A"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1A"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR7"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR2C"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"DRD4"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HRH4"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1B"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"ADRA1A"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"DRD3"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"ADRA1B"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HRH1"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR6"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1D"	"Dopamine receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1D"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"CHRM3"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1E"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR7"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00363"	"BRD-K37289225"	"QZUDBNBUXVUHMW-UHFFFAOYSA-N"	"CLOZAPINE"	""	"HTR1B"	"Serotonin receptor antagonist"	"CLOZAPINE"
"DB00366"	"BRD-A44008656"	"HCFDWZZGGLSKEP-UHFFFAOYSA-N"	"DOXYLAMINE"	""	"HRH1"	"Histamine receptor antagonist"	"DOXYLAMINE"
"DB00367"	"BRD-K90543092"	"WWYNJERNGUHSAO-ZWMUSQMVSA-N"	"LEVONORGESTREL"	""	"PGR"	"Progesterone receptor antagonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K35189033"	"WWYNJERNGUHSAO-XUDSTZEESA-N"	"LEVONORGESTREL"	""	"PGR"	"Progesterone receptor antagonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K35189033"	"WWYNJERNGUHSAO-XUDSTZEESA-N"	"LEVONORGESTREL"	""	"PGR"	"Estrogen receptor agonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K90543092"	"WWYNJERNGUHSAO-ZWMUSQMVSA-N"	"LEVONORGESTREL"	""	"PGR"	"Glucocorticoid receptor antagonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K35189033"	"WWYNJERNGUHSAO-XUDSTZEESA-N"	"LEVONORGESTREL"	""	"PGR"	"Progesterone receptor agonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K35189033"	"WWYNJERNGUHSAO-XUDSTZEESA-N"	"LEVONORGESTREL"	""	"PGR"	"Glucocorticoid receptor antagonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K90543092"	"WWYNJERNGUHSAO-ZWMUSQMVSA-N"	"LEVONORGESTREL"	""	"PGR"	"Estrogen receptor agonist"	"LEVONORGESTREL"
"DB00367"	"BRD-K90543092"	"WWYNJERNGUHSAO-ZWMUSQMVSA-N"	"LEVONORGESTREL"	""	"PGR"	"Progesterone receptor agonist"	"LEVONORGESTREL"
"DB00368"	"BRD-A91555231"	"SFLSHLFXELFNJZ-UHFFFAOYSA-N"	"BRD-A91555231"	"NOREPINEPHRINE"	""	""	"NOREPINEPHRINE"
"DB00368"	"BRD-K87349682"	"SFLSHLFXELFNJZ-QMMMGPOBSA-N"	"BRD-K87349682"	"NOREPINEPHRINE"	""	""	"NOREPINEPHRINE"
"DB00368"	"BRD-K39981244"	"SFLSHLFXELFNJZ-MRVPVSSYSA-N"	"BRD-K39981244"	"NOREPINEPHRINE"	""	""	"NOREPINEPHRINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2C"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR3A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR2C"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2C"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR3A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR3A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR2A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2C"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR2C"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"HTR2A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR3A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2B"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR2C"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2C"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR2C"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2B"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR2A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-A64977602"	"RONZAEMNMFQXRA-UHFFFAOYSA-N"	"MIRTAZAPINE"	""	"ADRA2A"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"HTR2A"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2B"	"Serotonin receptor antagonist"	"MIRTAZAPINE"
"DB00370"	"BRD-K83153774"	"RONZAEMNMFQXRA-INIZCTEOSA-N"	"MIRTAZAPINE"	""	"ADRA2B"	"Adrenergic receptor antagonist"	"MIRTAZAPINE"
"DB00372"	"BRD-K69600043"	"XCTYLCDETUVOIP-UHFFFAOYSA-N"	"THIETHYLPERAZINE"	""	""	""	"THIETHYLPERAZINE"
"DB00373"	"BRD-K08806317"	"BLJRIMJGRPQVNF-JTQLQIEISA-N"	"TIMOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"TIMOLOL"
"DB00373"	"BRD-K08806317"	"BLJRIMJGRPQVNF-JTQLQIEISA-N"	"TIMOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"TIMOLOL"
"DB00373"	"BRD-K30421593"	"BLJRIMJGRPQVNF-SNVBAGLBSA-N"	"TIMOLOL"	"TIMOLOL-MALEATE"	"ADRB1"	"Adrenergic receptor antagonist"	"TIMOLOL"
"DB00373"	"BRD-K30421593"	"BLJRIMJGRPQVNF-SNVBAGLBSA-N"	"TIMOLOL"	"TIMOLOL-MALEATE"	"ADRB2"	"Adrenergic receptor antagonist"	"TIMOLOL"
"DB00374"	"BRD-A67438293"	"OLMBOBKKGZYZNU-OYQUQHOHSA-N"	"TREPROSTINIL"	""	"PTGIR"	"Prostacyclin analog"	"TREPROSTINIL"
"DB00374"	"BRD-K19706299"	"PAJMKGZZBBTTOY-ZFORQUDYSA-N"	"MRE-269"	""	"PTGIR"	"Prostanoid receptor agonist"	"TREPROSTINIL"
"DB00374"	"BRD-K19706299"	"PAJMKGZZBBTTOY-ZFORQUDYSA-N"	"MRE-269"	""	"PTGIR"	"Platelet aggregation inhibitor"	"TREPROSTINIL"
"DB00376"	"BRD-A48180038"	"HWHLPVGTWGOCJO-UHFFFAOYSA-N"	"TRIHEXYPHENIDYL"	""	"CHRM1"	"Acetylcholine receptor antagonist"	"TRIHEXYPHENIDYL"
"DB00377"	"BRD-K08924299"	"CPZBLNMUGSZIPR-NVXWUHKLSA-N"	"PALONOSETRON"	""	"HTR3A"	"Serotonin receptor antagonist"	"PALONOSETRON"
"DB00378"	"BRD-K11439261"	"JGMOKGBVKVMRFX-WSBLSWJJSA-N"	"DYDROGESTERONE"	""	"PGR"	"Progesterone receptor agonist"	"DYDROGESTERONE"
"DB00378"	"BRD-K68620903"	"JGMOKGBVKVMRFX-HQZYFCCVSA-N"	"DYDROGESTERONE"	""	"PGR"	"Progesterone receptor agonist"	"DYDROGESTERONE"
"DB00379"	"BRD-A64092382"	"VLPIATFUUWWMKC-UHFFFAOYSA-N"	"MEXILETINE"	""	"SCN5A"	"Sodium channel blocker"	"MEXILETINE"
"DB00380"	"BRD-K07265709"	"BMKDZUISNHGIBY-ZETCQYMHSA-N"	"RAZOXANE"	"DEXRAZOXANE"	""	""	"DEXRAZOXANE"
"DB00381"	"BRD-A64297288"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1D"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A22032524"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1D"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A22032524"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1C"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A64297288"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1C"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A64297288"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1S"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A64297288"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA2D1"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A22032524"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA1S"	"Calcium channel blocker"	"AMLODIPINE"
"DB00381"	"BRD-A22032524"	"HTIQEAQVCYTUBX-UHFFFAOYSA-N"	"AMLODIPINE"	""	"CACNA2D1"	"Calcium channel blocker"	"AMLODIPINE"
"DB00382"	"BRD-K81473089"	"YLJREFDVOIBQDA-UHFFFAOYSA-N"	"TACRINE"	""	"BCHE"	"Acetylcholinesterase inhibitor"	"TACRINE"
"DB00382"	"BRD-K81473089"	"YLJREFDVOIBQDA-UHFFFAOYSA-N"	"TACRINE"	""	"ACHE"	"Acetylcholinesterase inhibitor"	"TACRINE"
"DB00384"	"BRD-K92049597"	"FNYLWPVRPXGIIP-UHFFFAOYSA-N"	"TRIAMTERENE"	""	"SCNN1B"	"Sodium channel blocker"	"TRIAMTERENE"
"DB00384"	"BRD-K92049597"	"FNYLWPVRPXGIIP-UHFFFAOYSA-N"	"TRIAMTERENE"	""	"SCNN1A"	"Sodium channel blocker"	"TRIAMTERENE"
"DB00384"	"BRD-K92049597"	"FNYLWPVRPXGIIP-UHFFFAOYSA-N"	"TRIAMTERENE"	""	"SCNN1G"	"Sodium channel blocker"	"TRIAMTERENE"
"DB00385"	"BRD-K72951360"	"ZOCKGBMQLCSHFP-KQRAQHLDSA-N"	"VALRUBICIN"	""	"TOP2A"	"DNA inhibitor"	"VALRUBICIN"
"DB00385"	"BRD-K72951360"	"ZOCKGBMQLCSHFP-KQRAQHLDSA-N"	"VALRUBICIN"	""	"TOP2A"	"Topoisomerase inhibitor"	"VALRUBICIN"
"DB00387"	"BRD-A31800922"	"WYDUSKDSKCASEF-UHFFFAOYSA-N"	"PROCYCLIDINE"	""	""	""	"PROCYCLIDINE"
"DB00388"	"BRD-K73381542"	"SONNWYBIRXJNDC-VIFPVBQESA-N"	"PHENYLEPHRINE"	""	"ADRA1B"	"Adrenergic receptor agonist"	"PHENYLEPHRINE"
"DB00388"	"BRD-K73381542"	"SONNWYBIRXJNDC-VIFPVBQESA-N"	"PHENYLEPHRINE"	""	"ADRA1A"	"Adrenergic receptor agonist"	"PHENYLEPHRINE"
"DB00389"	"BRD-K87156652"	"CFOYWRHIYXMDOT-UHFFFAOYSA-N"	"CARBIMAZOLE"	""	"TPO"	"Anti-thyroid agent"	"CARBIMAZOLE"
"DB00390"	"BRD-K40476324"	"LTMHDMANZUZIPE-JEJJVJTCSA-N"	"DIGOXIN"	""	"ATP1A1"	"ATPase inhibitor"	"DIGOXIN"
"DB00390"	"BRD-A75144621"	"LTMHDMANZUZIPE-YUICGFAKSA-N"	"DIGOXIN"	""	"ATP1A1"	"ATPase inhibitor"	"DIGOXIN"
"DB00390"	"BRD-A94756469"	"LTMHDMANZUZIPE-QVYPYPLASA-N"	"DIGOXIN"	""	"ATP1A1"	"ATPase inhibitor"	"DIGOXIN"
"DB00390"	"BRD-K23478508"	"LTMHDMANZUZIPE-PUGKRICDSA-N"	"DIGOXIN"	""	"ATP1A1"	"ATPase inhibitor"	"DIGOXIN"
"DB00391"	"BRD-A10715913"	"IAGQNKXBDXVWPR-UHFFFAOYSA-N"	"SULPIRIDE"	""	"DRD2"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00391"	"BRD-A55272860"	"BGRJTUBHPOOWDU-UHFFFAOYSA-N"	"SULPIRIDE"	""	"CA7"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00391"	"BRD-A10715913"	"IAGQNKXBDXVWPR-UHFFFAOYSA-N"	"SULPIRIDE"	""	"CA7"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00391"	"BRD-A10715913"	"IAGQNKXBDXVWPR-UHFFFAOYSA-N"	"SULPIRIDE"	""	"DRD3"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00391"	"BRD-A55272860"	"BGRJTUBHPOOWDU-UHFFFAOYSA-N"	"SULPIRIDE"	""	"DRD3"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00391"	"BRD-A55272860"	"BGRJTUBHPOOWDU-UHFFFAOYSA-N"	"SULPIRIDE"	""	"DRD2"	"Dopamine receptor antagonist"	"SULPIRIDE"
"DB00392"	"BRD-A16311756"	"CDOZDBSBBXSXLB-UHFFFAOYSA-N"	"PROFENAMINE"	""	"CHRM1"	"Cholinergic receptor antagonist"	"PROFENAMINE"
"DB00392"	"BRD-A16311756"	"CDOZDBSBBXSXLB-UHFFFAOYSA-N"	"PROFENAMINE"	""	"CHRM1"	"Butyrylcholinesterase inhibitor"	"PROFENAMINE"
"DB00393"	"BRD-A24891640"	"BAARDDGSQHXDDB-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1F"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A24891640"	"BAARDDGSQHXDDB-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1D"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A58048407"	"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1F"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A58048407"	"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"NIMODIPINE"	""	"NR3C2"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A58048407"	"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1C"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A24891640"	"BAARDDGSQHXDDB-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1S"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A58048407"	"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1D"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A24891640"	"BAARDDGSQHXDDB-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1C"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A24891640"	"BAARDDGSQHXDDB-UHFFFAOYSA-N"	"NIMODIPINE"	""	"NR3C2"	"Calcium channel blocker"	"NIMODIPINE"
"DB00393"	"BRD-A58048407"	"UIAGMCDKSXEBJQ-UHFFFAOYSA-N"	"NIMODIPINE"	""	"CACNA1S"	"Calcium channel blocker"	"NIMODIPINE"
"DB00394"	"BRD-K97810537"	"KUVIULQEHSCUHY-XYWKZLDCSA-N"	"BECLOMETHASONE-DIPROPIONATE"	""	"NR3C1"	"Immunosuppressant"	"BECLOMETHASONE DIPROPIONATE"
"DB00394"	"BRD-K97810537"	"KUVIULQEHSCUHY-XYWKZLDCSA-N"	"BECLOMETHASONE-DIPROPIONATE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"BECLOMETHASONE DIPROPIONATE"
"DB00395"	"BRD-A99939097"	"OFZCIYFFPZCNJE-UHFFFAOYSA-N"	"CARISOPRODOL"	""	"CYP2C19"	"Acetylcholine receptor antagonist"	"CARISOPRODOL"
"DB00396"	"BRD-K47244735"	"RJKFOVLPORLFTN-OXZADQLBSA-N"	"PROGESTERONE"	""	"PGR"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-K64994968"	"RJKFOVLPORLFTN-LEKSSAKUSA-N"	"PROGESTERONE"	""	"NR3C2"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-A67479912"	"RJKFOVLPORLFTN-OYEBDCLDSA-N"	"PROGESTERONE"	""	"PGR"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-K64994968"	"RJKFOVLPORLFTN-LEKSSAKUSA-N"	"PROGESTERONE"	""	"PGR"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-K64994968"	"RJKFOVLPORLFTN-LEKSSAKUSA-N"	"PROGESTERONE"	""	"CYP17A1"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-K47244735"	"RJKFOVLPORLFTN-OXZADQLBSA-N"	"PROGESTERONE"	""	"CYP17A1"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-A67479912"	"RJKFOVLPORLFTN-OYEBDCLDSA-N"	"PROGESTERONE"	""	"CYP17A1"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-K47244735"	"RJKFOVLPORLFTN-OXZADQLBSA-N"	"PROGESTERONE"	""	"NR3C2"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00396"	"BRD-A67479912"	"RJKFOVLPORLFTN-OYEBDCLDSA-N"	"PROGESTERONE"	""	"NR3C2"	"Progesterone receptor agonist"	"PROGESTERONE"
"DB00397"	"BRD-K27853494"	"DLNKOYKMWOXYQA-VXNVDRBHSA-N"	"BRD-K27853494"	"PHENYLPROPANOLAMINE"	""	""	"PHENYLPROPANOLAMINE"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"BRAF"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT3"	"VEGFR inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"RAF1"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"PDGFRB"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FGFR1"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT3"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"PDGFRB"	"FLT3 inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"DDR2"	"FLT3 inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"KDR"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K23984367"	"MLDQJTXFUGDVEO-UHFFFAOYSA-N"	"SORAFENIB"	""	"BRAF"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT1"	"VEGFR inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"KIT"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"RET"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"RET"	"RAF inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT1"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K23984367"	"MLDQJTXFUGDVEO-UHFFFAOYSA-N"	"SORAFENIB"	""	"RET"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"DDR2"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"RET"	"FLT3 inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT4"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT1"	"KIT inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"BRAF"	"FLT3 inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K23984367"	"MLDQJTXFUGDVEO-UHFFFAOYSA-N"	"SORAFENIB"	""	"FGFR1"	"VEGFR inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"KDR"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
"DB00398"	"BRD-K49810818"	"CGFGJVMEGKQFPL-UHFFFAOYSA-N"	"SORAFENIB"	""	"FLT4"	"RET tyrosine kinase inhibitor"	"SORAFENIB"
